Preprocessed_Text,CategoryId
"['original', 'exorcist', 'screened', 'original', 'version', 'horror', 'prequel', 'exorcist', 'beginning', 'dropped', 'producer', 'claim', 'scary', 'enough', 'world', 'premiere', 'film', 'directed', 'paul', 'schrader', 'screened', '18', 'march', 'international', 'festival', 'fantastic', 'film', 'brussels', 'psychological', 'drama', 'star', 'stellan', 'skarsgard', 'foreruns', '1973', 'film', 'schrader', 'replaced', 'director', 'renny', 'harlin', 'made', 'new', 'version', 'film', 'debuted', '2004', 'prequel', 'project', 'originally', 'announced', '2001', 'actor', 'liam', 'neeson', 'lead', 'role', 'john', 'frankenheimer', 'director', 'however', 'frankenheimer', 'pulled', '2002', 'month', 'died', 'skarsgard', 'replaced', 'neeson', 'role', 'father', 'merrin', 'made', 'famous', 'max', 'von', 'sydow', '1973', 'film', 'principal', 'footage', 'shot', 'morocco', 'rome', 'reported', 'cost', '32m', 'however', 'august', '2003', 'emerged', 'producer', 'morgan', 'creek', 'shelving', 'schraders', 'version', 'film', 'complained', 'scary', 'enough', 'well', 'replacing', 'schrader', 'harlin', 'director', 'behind', 'die', 'hard', '2', 'cliffhanger', 'producer', 'also', 'changed', 'cast', 'swedish', 'star', 'skarsgard', 'stayed', 'merrin', 'role', 'harlins', 'film', 'released', 'uk', 'october', '2004', 'received', 'lukewarm', 'review', 'went', 'make', '76m', '407m', 'worldwide', 'festival', 'screening', 'first', 'time', 'schraders', 'film', 'seen', 'public', 'report', 'released', 'either', 'cinema', 'dvd', 'yet', 'confirmed', 'film', 'festival', 'belgium', 'capital', 'run', '1126', 'march', 'include', 'u', 'horror', 'hit', 'boogeyman', 'forthcoming', 'sequel', 'ring', '2', 'well', 'selection', 'film', 'adapted', 'work', 'jules', 'verne']",0
"['tarantino', 'make', 'friday', 'sequel', 'director', 'quentin', 'tarantino', 'talk', 'write', 'direct', 'new', 'instalment', 'friday', '13th', 'horror', 'franchise', 'according', 'hollywood', 'reporter', 'filmmaker', 'reportedly', 'meet', 'executive', 'new', 'line', 'cinema', 'week', 'discus', '12th', 'film', 'longrunning', 'stalk', 'slash', 'series', 'original', 'film', 'released', '1980', 'spawned', 'ten', 'sequel', 'based', 'around', 'maskwearing', 'murderer', 'jason', 'voorhees', 'recent', 'freddy', 'v', 'jason', 'released', 'summer', '2003', 'film', 'saw', 'jason', 'battle', 'freddy', 'krueger', 'star', 'nightmare', 'elm', 'street', 'franchise', 'according', 'industry', 'newspaper', 'new', 'line', 'trying', 'make', 'another', 'sequel', 'involving', 'ash', 'hero', 'evil', 'dead', 'movie', 'unable', 'agree', 'term', 'director', 'sam', 'raimi', 'tarantino', 'said', 'intrigued', 'prospect', 'building', 'new', 'film', 'around', 'one', 'horror', 'genre', 'recognised', 'figure', 'first', 'however', 'scheduled', 'direct', 'season', 'finale', 'u', 'television', 'series', 'csi', 'crime', 'scene', 'investigation', 'filming', 'due', 'start', 'early', 'april', 'tarantino', 'episode', 'also', 'wrote', 'original', 'story', 'broadcast', 'u', '19', 'may']",0
"['church', 'urge', 'nelly', 'show', 'boycott', 'church', 'minister', 'trying', 'prevent', 'rapper', 'nelly', 'performing', 'arkansas', 'saying', 'want', 'vile', 'filthy', 'lyric', 'town', '20', 'jonesboro', 'minister', 'urged', 'music', 'fan', 'boycott', 'nellys', '12', 'march', 'concert', 'arkansas', 'state', 'university', 'bid', 'cancelled', 'jonesboro', 'wonderful', 'city', 'come', 'said', 'reverend', 'adrian', 'rodgers', 'venue', 'spokesman', 'said', '5500', 'ticket', 'sold', 'far', 'mr', 'rodgers', 'fullness', 'joy', 'church', 'said', 'concerned', 'rapper', 'lyric', 'include', 'reference', 'drug', 'sex', 'violence', 'song', 'minister', 'said', 'demeaning', 'woman', 'minister', 'worried', 'bringing', 'act', 'jonesboro', 'would', 'lead', 'problem', 'tear', 'ticket', 'mr', 'rodgers', 'said', 'go', 'allow', 'child', 'go', 'tim', 'dean', 'director', 'arkansas', 'state', 'university', 'venue', 'said', 'ticket', 'sale', 'brisk', 'would', 'appear', 'ticket', 'sale', '5000', 'many', 'others', 'expressed', 'right', 'find', 'nellys', 'music', 'entertaining', 'worth', 'spending', 'time', 'money', 'said', 'nelly', 'sold', '30', 'million', 'single', 'album', 'worldwide', 'september', '2004', 'simultaneously', 'occupied', 'number', 'one', 'two', 'position', 'u', 'album', 'chart', '12', 'uk', 'hit', 'single', 'including', 'hot', 'herre', 'dilemma', 'recent', 'number', 'one']",0
"['russian', 'film', 'win', 'bbc', 'world', 'prize', 'russian', 'drama', 'return', 'vozvrashchenie', 'named', 'winner', 'bbc', 'four', 'world', 'cinema', 'award', 'film', 'tell', 'story', 'two', 'adolescent', 'boy', 'subjected', 'harsh', 'regime', 'strict', 'father', 'return', '10year', 'absence', 'directed', 'andrey', 'zvyagintsev', 'return', 'previously', '2003', 'golden', 'lion', 'award', 'venice', 'film', 'festival', 'prize', 'presented', 'award', 'ceremony', 'held', 'london', 'thursday', 'hosted', 'jonathan', 'ross', 'winner', 'chosen', 'panel', 'included', 'x', 'file', 'actress', 'gillian', 'anderson', 'critic', 'roger', 'clarke', 'touching', 'void', 'director', 'kevin', 'mcdonald', 'ross', 'presenter', 'bbc', 'one', 'film', '2005', 'also', 'involved', 'deliberation', 'shortlist', 'six', 'film', 'around', 'world', 'drawn', 'panel', 'chose', 'nominee', 'included', 'motorcycle', 'diary', 'zatoichi', 'hero', 'viewer', 'poll', 'saw', 'director', 'zhang', 'yimous', 'martial', 'art', 'epic', 'hero', 'emerge', 'favourite', '32', 'vote', 'cast', 'tragedy', 'struck', 'production', 'return', 'one', 'young', 'star', '15yearold', 'vladimir', 'girin', 'drowned', 'lake', 'winner', 'world', 'cinema', 'award', 'last', 'year', 'french', 'animated', 'feature', 'belleville', 'rendezvous']",0
"['minister', 'dig', 'doping', 'row', 'belgian', 'sport', 'minister', 'centre', 'svetlana', 'kuznetsova', 'doping', 'row', 'say', 'apologise', 'making', 'allegation', 'claude', 'eerdekens', 'claim', 'u', 'open', 'champion', 'tested', 'positive', 'ephedrine', 'exhibition', 'event', 'last', 'month', 'criticised', 'making', 'announcement', 'said', 'never', 'apologise', 'product', 'banned', 'explain', 'kuznetsova', 'say', 'stimulant', 'may', 'cold', 'remedy', 'took', 'russian', 'said', 'nothing', 'wrong', 'taking', 'medicine', 'event', 'woman', 'tennis', 'association', 'cleared', 'kuznetsova', 'offence', 'drug', 'banned', 'taken', 'competition', 'eerdekens', 'said', 'made', 'statement', 'order', 'protect', 'three', 'player', 'took', 'part', 'tournament', 'belgian', 'justine', 'heninhardenne', 'nathalie', 'dechy', 'france', 'russia', 'elena', 'dementieva', 'dechy', 'fuming', 'implicated', 'row', 'happy', 'see', 'face', 'cover', 'page', 'talking', 'doping', 'dechy', 'said', 'im', 'really', 'upset', 'think', 'belgian', 'government', 'really', 'bad', 'job', 'think', 'deserve', 'apology', 'guy', 'say', 'anything', 'like', 'say', 'stuff', 'like', 'saying', 'one', 'girl', 'terrible', 'dementieva', 'also', 'angry', 'say', 'dechy', 'real', 'victim', 'scandal', 'idea', 'day', 'hard', 'said', 'wta', 'trying', 'handle', 'problem', 'saying', 'three', 'victim', 'see', 'two', 'victim', 'story', 'nathalie', 'dechy', 'really', 'nothing', 'honest', 'dont', 'feel', 'like', 'want', 'talk', 'sveta', 'im', 'upset', 'way', 'everything', 'happened']",2
"['comic', 'book', 'genius', 'stan', 'lee', 'stan', 'lee', 'man', 'responsible', 'string', 'comic', 'superheroes', 'become', 'household', 'name', 'court', 'battle', 'slice', 'profit', 'hit', 'spiderman', 'movie', 'many', 'marvel', 'man', 'gave', 'character', 'extraordinary', 'power', 'everyday', 'headache', 'formula', 'revolutionised', 'comic', 'born', '1922', 'poor', 'workingclass', 'jewish', 'immigrant', 'romania', 'stan', 'lieberman', 'got', 'job', 'timely', 'publication', 'company', 'owned', 'relative', 'assigned', 'comic', 'division', 'thanks', 'fertile', 'imagination', 'rose', 'editor', 'age', '18', '20', 'year', 'ultimate', 'hack', 'knocking', 'crime', 'story', 'horror', 'western', 'anything', 'sate', 'appetite', 'juvenile', 'readership', 'word', 'two', 'syllable', 'discouraged', 'character', 'either', 'good', 'bad', 'shade', 'grey', 'embarrassed', 'lieberman', 'much', 'writing', 'refused', 'put', 'real', 'name', 'byline', 'assumed', 'dumb', 'name', 'stan', 'lee', 'legally', 'adopted', 'time', '40', 'lee', 'decided', 'old', 'comic', 'game', 'britishborn', 'wife', 'joan', 'suggested', 'nothing', 'lose', 'swansong', 'write', 'kind', 'character', 'really', 'wanted', 'create', 'rival', 'comic', 'come', 'superteam', 'consisting', 'batman', 'superman', 'wonder', 'woman', 'timely', 'needed', 'respond', 'lee', 'answer', '1961', 'fantastic', 'four', 'team', 'astronaut', 'gained', 'super', 'power', 'bombarded', 'cosmic', 'ray', 'change', 'lee', 'life', 'comic', 'industry', 'forever', 'lee', 'gave', 'character', 'individual', 'everyday', 'teenage', 'problem', 'dandruff', 'ingrown', 'toenail', 'acne', 'would', 'frequently', 'fall', 'parent', 'fan', 'letter', 'poured', 'without', 'immediately', 'knowing', 'stan', 'lee', 'ushered', 'golden', 'age', 'comic', 'imagination', 'rekindled', 'marvel', 'universe', 'spawned', 'new', 'title', 'marvel', 'comic', 'soon', 'nerdy', 'peter', 'parker', 'transformed', 'bite', 'irradiated', 'spider', 'someone', 'could', 'crawl', 'side', 'new', 'york', 'skyscraper', 'spiderman', 'born', 'become', 'icon', 'modern', 'popular', 'culture', 'spidey', 'affectionately', 'known', 'quite', 'extraordinary', 'power', 'yet', 'problem', 'work', 'home', 'girlfriend', 'last', 'teenager', 'longer', 'sidekick', 'main', 'hero', 'hero', 'longer', 'brawn', 'brain', 'he', 'hero', 'super', 'power', 'doesnt', 'mean', 'doesnt', 'problem', 'stan', 'lee', 'told', 'bbc', 'incredible', 'hulk', 'mighty', 'thor', 'iron', 'man', 'rest', 'grappled', 'problem', 'like', 'drug', 'abuse', 'bigotry', 'social', 'inequality', 'radically', 'lee', 'gave', 'artist', 'responsible', 'comic', 'design', 'credit', 'work', 'jack', 'kirby', 'frank', 'miller', 'john', 'romitaand', 'others', 'achieved', 'cult', 'status', 'right', 'superheroes', 'broke', 'new', 'ground', 'way', 'daredevil', 'blind', 'black', 'panther', 'black', 'silver', 'surfer', 'pondered', 'state', 'humanity', 'lee', 'influence', 'remains', 'year', 'ago', 'marvel', 'hero', 'northstar', 'came', 'closet', 'heyday', 'marvel', 'selling', '50', 'million', 'copy', 'year', 'retired', 'editing', '1971', 'stan', 'lee', 'wrote', 'copy', 'marvel', 'cover', '1999', 'stan', 'lee', 'medium', 'venture', 'aimed', 'marrying', 'comicstrips', 'internet', 'went', 'spectacularly', 'wrong', 'lee', 'went', 'bankrupt', 'business', 'partner', 'landed', 'prison', 'fraud', '2001', 'though', 'started', 'new', 'company', 'entitled', 'pow', 'purveyor', 'wonder', 'entertainment', 'currently', 'developing', 'film', 'television', 'programme', 'latest', 'project', 'superhero', 'based', 'real', 'person', 'jay', 'j', 'armes', 'metal', 'claw', 'losing', 'hand', 'aged', '12', 'fight', 'crime', 'tiger', '40yearold', 'creation', 'still', 'enduring', 'ever', 'xmen', 'hulk', 'daredevil', 'turned', 'hollywood', 'action', 'movie', 'last', 'five', 'year', 'spiderman', 'biggest', 'box', 'office', 'hit', '2002', 'original', '2004', 'sequel', 'taking', 'almost', '16bn', '857m', 'ticket', 'sale', 'around', 'world', 'dvd', 'merchandise', 'sale', 'counted', 'seems', 'stan', 'lee', 'indestructible', 'hero']",0
"['tiger', 'wary', 'farrell', 'gamble', 'leicester', 'say', 'rushed', 'making', 'bid', 'andy', 'farrell', 'great', 'britain', 'rugby', 'league', 'captain', 'decide', 'switch', 'code', 'anybody', 'else', 'involved', 'process', 'still', 'way', 'away', 'going', 'next', 'stage', 'tiger', 'bos', 'john', 'well', 'told', 'bbc', 'radio', 'leicester', 'moment', 'still', 'lot', 'unknown', 'andy', 'farrell', 'least', 'medical', 'situation', 'whoever', 'take', 'going', 'take', 'big', 'big', 'gamble', 'farrell', 'persistent', 'knee', 'problem', 'operation', 'knee', 'five', 'week', 'ago', 'expected', 'another', 'three', 'month', 'leicester', 'saracen', 'believed', 'head', 'list', 'rugby', 'union', 'club', 'interested', 'signing', 'farrell', 'decides', 'move', '15man', 'game', 'move', 'across', 'union', 'well', 'belief', 'would', 'better', 'playing', 'back', 'least', 'initially', 'im', 'sure', 'could', 'make', 'step', 'league', 'union', 'involved', 'centre', 'said', 'well', 'think', 'england', 'would', 'prefer', 'progress', 'position', 'back', 'row', 'make', 'use', 'rugby', 'league', 'skill', 'within', 'forward', 'jury', 'whether', 'cross', 'divide', 'club', 'balance', 'struck', 'cost', 'gamble', 'option', 'bringing', 'readymade', 'replacement']",2
"['antiterror', 'plan', 'face', 'first', 'test', 'plan', 'allow', 'home', 'secretary', 'charles', 'clarke', 'place', 'terror', 'suspect', 'house', 'arrest', 'without', 'trial', 'set', 'first', 'real', 'test', 'parliament', 'tory', 'lib', 'dems', 'labour', 'mp', 'poised', 'vote', 'plan', 'mr', 'clarke', 'say', 'power', 'needed', 'counter', 'terror', 'threat', 'opponent', 'say', 'judge', 'politician', 'able', 'order', 'detention', 'uk', 'citizen', 'government', 'expected', 'win', 'wednesday', 'vote', 'common', 'face', 'battle', 'house', 'lord', 'prevention', 'terrorism', 'bill', 'published', 'tuesday', 'proposes', 'control', 'order', 'would', 'mean', 'house', 'arrest', 'serious', 'case', 'curfew', 'electronic', 'tagging', 'limit', 'telephone', 'internet', 'access', 'suspect', 'two', 'opposition', 'party', 'particularly', 'worried', 'control', 'order', 'would', 'initially', 'imposed', 'sayso', 'home', 'secretary', 'rather', 'judge', 'tory', 'shadow', 'home', 'secretary', 'david', 'davis', 'warned', 'potential', 'miscarriage', 'justice', 'like', 'guildford', 'four', 'tony', 'blair', 'recently', 'apologised', 'result', 'pressure', 'politician', 'lock', 'terror', 'suspect', 'pressure', 'would', 'much', 'politician', 'would', 'judge', 'thats', 'serious', 'concern', 'abut', 'approach', 'told', 'bbc', 'radio', '4', 'today', 'programme', 'mr', 'clarke', 'say', 'intend', 'use', 'house', 'arrest', 'power', 'even', '11', 'current', 'terror', 'detainee', 'also', 'said', 'decision', 'made', 'would', 'reviewed', 'judge', 'within', 'seven', 'day', 'foreign', 'terror', 'suspect', 'currently', 'detained', 'mostly', 'held', 'london', 'belmarsh', 'prison', 'held', 'law', 'law', 'lord', 'ruled', 'break', 'human', 'right', 'rule', 'due', 'expire', '14', 'march', 'new', 'power', 'designed', 'replace', 'existing', 'law', 'meet', 'law', 'lord', 'concern', 'would', 'apply', 'british', 'well', 'foreign', 'terror', 'suspect', 'critic', 'say', 'giving', 'politician', 'power', 'deprive', 'uk', 'citizen', 'freedom', 'biggest', 'attack', 'civil', 'liberty', '300', 'year', 'opposition', 'mp', 'also', 'angry', 'two', 'day', 'wednesday', 'next', 'monday', 'debate', 'new', 'plan', 'pas', 'house', 'lord', 'government', 'say', 'existing', 'power', 'run', 'soon', 'must', 'replaced', 'urgently', 'rare', 'move', 'tory', 'lib', 'dems', 'jointly', 'tabled', 'motion', 'opposing', 'new', 'bill', 'saying', 'house', 'arrest', 'plan', 'excessive', 'argues', 'decision', 'taken', 'higher', 'standard', 'proof', 'plan', 'wrongly', 'infringes', 'right', 'liberty', 'failing', 'bring', 'terrorist', 'trial', 'evidence', 'mr', 'davis', 'told', 'today', 'give', 'minister', 'first', 'time', 'modern', 'history', 'right', 'detain', 'without', 'trial', 'without', 'showing', 'evidence', 'indeed', 'respect', 'almost', 'allegation', 'individual', 'concerned', 'questioned', 'rush', 'introduce', 'legislation', 'mr', 'clarke', 'indicated', 'planning', 'use', 'house', 'arrest', 'power', 'straight', 'away', 'liberal', 'democrat', 'home', 'affair', 'spokesman', 'mark', 'oaten', 'said', 'believe', 'judge', 'take', 'decision', 'politician', 'mr', 'clarke', 'said', 'security', 'service', 'police', 'backed', 'measure', 'would', 'rash', 'negligent', 'ignore', 'advice', 'nobody', 'doubt', 'terrorist', 'home', 'abroad', 'wanted', 'attack', 'uk', 'interest', 'argued']",3
"['california', 'set', 'fine', 'spyware', 'maker', 'computer', 'program', 'secretly', 'spy', 'people', 'home', 'pc', 'could', 'face', 'hefty', 'fine', 'california', '1', 'january', 'new', 'law', 'introduced', 'protect', 'computer', 'user', 'software', 'known', 'spyware', 'legislation', 'approved', 'governor', 'arnold', 'schwarzenegger', 'designed', 'safeguard', 'people', 'hacker', 'help', 'protect', 'personal', 'information', 'spyware', 'considered', 'computer', 'expert', 'one', 'biggest', 'nuisance', 'security', 'threat', 'facing', 'pc', 'user', 'coming', 'year', 'software', 'buries', 'computer', 'collect', 'wide', 'range', 'information', 'worst', 'ability', 'hijack', 'personal', 'data', 'like', 'password', 'login', 'detail', 'credit', 'card', 'number', 'program', 'sophisticated', 'change', 'frequently', 'become', 'impossible', 'eradicate', 'one', 'form', 'spyware', 'called', 'adware', 'ability', 'collect', 'information', 'computer', 'user', 'websurfing', 'result', 'people', 'bombarded', 'popup', 'ad', 'hard', 'close', 'washington', 'congress', 'debating', 'four', 'antispyware', 'bill', 'california', 'step', 'ahead', 'state', 'consumer', 'protection', 'spyware', 'act', 'ban', 'installation', 'software', 'take', 'control', 'another', 'computer', 'also', 'requires', 'company', 'website', 'disclose', 'whether', 'system', 'install', 'spyware', 'consumer', 'able', 'seek', '1000', 'damage', 'think', 'fallen', 'victim', 'intrusive', 'software', 'new', 'law', 'mark', 'continuing', 'trend', 'california', 'towards', 'tougher', 'privacy', 'right', 'recent', 'survey', 'earthlink', 'webroot', 'found', '90', 'pc', 'infested', 'surreptitious', 'software', 'average', 'one', 'harbouring', '28', 'separate', 'spyware', 'program', 'currently', 'user', 'wanting', 'protection', 'spyware', 'turned', 'free', 'program', 'spybot', 'adaware']",4
"['italy', 'get', 'economic', 'action', 'plan', 'italian', 'prime', 'minister', 'silvio', 'berlusconi', 'unveil', 'plan', 'aimed', 'kickstarting', 'country', 'sputtering', 'economy', 'thursday', 'night', 'rome', 'present', 'action', 'plan', 'development', 'italy', 'meeting', 'industrialist', 'trade', 'union', 'leader', 'mr', 'berlusconi', 'expected', 'table', 'reform', 'aimed', 'boosting', 'research', 'development', 'rd', 'spending', 'competitiveness', 'small', 'firm', 'also', 'focus', 'bankruptcy', 'law', 'slow', 'pace', 'legal', 'system', 'prime', 'minister', 'scheduled', 'start', 'meeting', '1830', 'gmt', 'government', 'accused', 'underfunding', 'rd', 'making', 'harder', 'italy', 'compete', 'european', 'nation', 'leading', 'braindrain', 'country', 'brightest', 'talent', 'analyst', 'say', 'hiring', 'firing', 'staff', 'still', 'difficult', 'expensive', 'hampering', 'development', 'small', 'mediumsized', 'business', 'result', 'say', 'italy', 'corporate', 'landscape', 'filled', 'numerous', 'smaller', 'company', 'often', 'reluctant', 'become', 'bigger', 'extra', 'hassle', 'would', 'accompany', 'running', 'larger', 'firm', 'time', 'bankruptcy', 'law', 'make', 'difficult', 'failed', 'company', 'director', 'set', 'new', 'business', 'emerge', 'debt', 'situation', 'hampering', 'italy', 'entrepreneurial', 'spirit', 'government', 'say', 'set', 'tackling', 'problem', 'adding', 'getting', 'growth', 'going', 'responsibility', 'italy', '60', 'million', 'population', 'according', 'il', 'sole', '24', 'ore', 'italy', 'business', 'newspaper', 'government', 'focus', 'opening', 'market', 'infrastructure', 'research', 'making', 'incentive', 'available', 'bankruptcy', 'law', 'slow', 'pace', 'justice', 'system', 'mr', 'berlusconi', 'previously', 'promised', 'cut', 'tax', '65bn', 'euro', '86bn', '45bn', 'year', 'effort', 'get', 'people', 'company', 'spend', 'also', 'promised', 'cap', 'spending', 'transport', 'education', 'health', 'trim', 'ballooning', 'budget', 'deficit', 'italy', 'plan', 'raise', 'much', '25bn', 'euro', 'privatisation', '2005', 'including', 'partial', 'flotation', 'post', 'office', 'utility', 'enel', 'critic', 'argue', 'move', 'go', 'far', 'enough', 'could', 'make', 'italy', 'problem', 'worse', 'limiting', 'government', 'spending', 'lead', 'job', 'loss', 'counter', 'income', 'tax', 'cut', 'negligible', 'effect', 'sentiment', 'ultimately', 'favour', 'wealthy', 'country', 'one', 'eurozones', 'worst', 'economic', 'performer', 'recent', 'year', 'growth', '11', '2004', '03', '2003', '04', '2002', 'improvement', 'still', 'long', 'way', 'ideal', 'time', 'business', 'consumer', 'confidence', 'dipped', 'analyst', 'raised', 'concern', 'little', 'spending', 'stem', 'italian', 'dipping', 'saving', 'account', 'using', 'credit', 'card', 'without', 'pick', 'national', 'growth', 'say', 'money', 'could', 'eventually', 'run', 'bringing', 'italy', 'economy', 'juddering', 'halt', 'consumer', 'spending', 'account', 'twothirds', 'italy', 'economy']",1
"['republic', 'face', 'china', 'italy', 'republic', 'ireland', 'arranged', 'friendly', 'china', 'italy', 'take', 'place', 'lansdowne', 'road', 'march', 'august', 'brian', 'kerrs', 'side', 'face', '54th', 'ranked', 'chinese', '29', 'march', 'three', 'day', 'world', 'cup', 'qualifier', 'israel', 'tel', 'aviv', 'italy', 'visit', '17', 'august', 'warmup', 'game', 'ahead', 'autumn', 'world', 'cup', 'qualifier', 'last', 'meeting', 'irish', 'beat', 'italy', '1994', 'world', 'cup', 'final', 'however', 'republic', 'victory', 'eight', 'attempt', 'italian', 'seven', 'game', '29', 'march', 'game', 'second', 'time', 'republic', 'played', 'china', 'previous', 'encounter', 'back', 'june', '1984', 'irish', 'winning', '10', 'sapporo', 'japan', 'brian', 'kerr', 'said', 'china', 'made', 'great', 'progress', 'last', 'year', 'provide', 'difficult', 'opposition', 'witnessed', 'performance', 'asian', 'team', 'last', 'world', 'cup', 'china', 'play', 'similar', 'type', 'football', 'italy', 'make', 'welcome', 'return', 'dublin', 'massive', 'attraction', 'one', 'great', 'traditional', 'power', 'world', 'game', 'ideal', 'preparation', 'three', 'important', 'world', 'cup', 'qualifier', 'autumn', 'ireland', 'round', 'world', 'cup', 'campaign', 'game', 'france', '7', 'september', 'cyprus', '8', 'october', 'switzerland', '12', 'october']",2
"['guantanamo', 'four', 'questioned', 'four', 'briton', 'freed', 'u', 'custody', 'guantanamo', 'bay', 'expected', 'allowed', 'visit', 'one', 'relative', 'moazzam', 'begg', 'martin', 'mubanga', 'feroz', 'abbasi', 'richard', 'belmar', 'held', 'three', 'year', 'accused', 'alqaeda', 'link', 'mr', 'beggs', 'father', 'azmat', 'said', 'told', 'could', 'see', 'son', '20', 'minute', 'would', 'say', 'hero', 'men', 'held', 'london', 'paddington', 'green', 'police', 'station', 'expected', 'questioned', 'uk', 'antiterror', 'officer', 'louise', 'christian', 'lawyer', 'representing', 'mr', 'abbasi', 'mr', 'mubanga', 'said', 'family', 'would', 'reunited', 'men', 'away', 'station', 'driven', 'police', 'birmingham', 'london', 'azmat', 'begg', 'said', 'concerned', 'son', 'moazzams', 'mental', 'state', 'looking', 'forward', 'giving', 'hug', 'azmat', 'begg', 'arrived', 'london', 'police', 'station', 'appeared', 'confusion', 'visiting', 'arrangement', 'police', 'said', 'duty', 'investigate', 'men', 'arrested', 'return', 'uk', 'metropolitan', 'police', 'commissioner', 'sir', 'john', 'stevens', 'said', 'evidence', 'obtained', 'mi5', 'four', 'cuba', 'absolutely', 'inadmissible', 'uk', 'court', 'interview', 'independent', 'sir', 'john', 'said', 'officer', 'would', 'find', 'evidence', 'suspect', 'could', 'tried', 'uk', 'told', 'newspaper', 'admission', 'made', 'totally', 'different', 'ball', 'game', 'could', 'used', 'evidence', 'option', 'enough', 'evidence', 'charged', 'released', 'soon', 'possible', 'men', 'allowed', 'meet', 'lawyer', 'louise', 'christian', 'said', 'tortured', 'abused', 'guantanamo', 'bay', 'men', 'arrest', 'unfair', 'inappropriate', 'told', 'bbc', 'news', 'remained', 'concerned', 'psychological', 'state', 'gareth', 'peirce', 'lawyer', 'mr', 'begg', 'said', 'shocked', 'condition', 'men', 'appalled', 'authority', 'felt', 'need', 'detain', 'washington', 'claimed', 'four', 'enemy', 'combatant', 'trained', 'camp', 'run', 'alqaeda', 'pentagon', 'say', 'freed', 'uk', 'government', 'promised', 'would', 'threat', 'national', 'security', 'u', 'ally', 'detainee', 'immediately', 'arrested', 'section', '41', 'terrorism', 'act', '2000', 'landed', 'raf', 'northolt', 'west', 'london', 'tuesday', 'massoud', 'shadjareh', 'muslim', 'safety', 'forum', 'said', 'sort', 'homecoming', 'innocent', 'people', 'muslim', 'council', 'britain', 'urged', 'men', 'receive', 'counselling', 'medical', 'help', 'want', 'men', 'returned', 'arm', 'waiting', 'family', 'said', 'iqbal', 'sacranie', 'secretary', 'general', 'council']",3
"['obituary', 'dame', 'alicia', 'markova', 'dame', 'alicia', 'markova', 'died', 'bath', 'aged', '94', 'uk', 'first', 'prima', 'ballerina', 'modern', 'age', 'heyday', 'greatest', 'western', 'world', 'born', 'lilian', 'alicia', 'mark', 'london', '1910', 'parent', 'comfortably', 'father', 'mining', 'engineer', 'drove', 'roll', 'royce', 'eight', 'mother', 'took', 'decision', 'changed', 'life', 'fearing', 'flat', 'foot', 'weak', 'leg', 'arranged', 'ballet', 'lesson', 'quickly', 'became', 'apparent', 'something', 'special', 'spotted', 'russian', 'artistic', 'impresario', 'sergei', 'diaghilev', 'wanted', 'dance', 'company', 'ballet', 'rus', 'became', 'ill', 'diphtheria', 'kept', 'touch', 'eventually', 'governess', 'tow', 'joined', 'diaghilev', 'monte', 'carlo', '14', 'toured', 'europe', 'playing', 'top', 'venue', 'diaghilev', 'changed', 'name', 'without', 'even', 'consulting', 'life', 'one', 'great', 'excitement', 'people', 'matisse', 'stravinsky', 'became', 'like', 'uncle', 'latter', 'put', 'charge', 'musical', 'education', 'soon', 'diaghilev', 'death', '1929', 'alicia', 'markova', 'returned', 'england', 'became', 'britain', 'first', 'international', 'ballerina', 'helped', 'launch', 'ballet', 'club', 'mercury', 'theatre', 'later', 'ballet', 'rambert', 'vic', 'well', 'ballet', 'anton', 'dolin', 'markovadolin', 'ballet', '193537', 'also', 'began', 'working', 'young', 'choreographer', 'anthony', 'tudor', 'frederick', 'ashton', 'became', 'huge', 'influence', 'direction', 'ballet', 'west', 'version', 'giselle', 'lightness', 'grace', 'still', 'considered', 'among', 'finest', 'ever', 'also', 'outstanding', 'dying', 'swan', 'one', 'first', 'british', 'ballerina', 'take', 'major', 'part', 'le', 'sylphides', 'helped', 'popularise', 'ballet', 'britain', 'america', 'alicia', 'markova', 'spent', 'world', 'war', 'ii', 'united', 'state', 'reformed', 'ballet', 'rus', 'played', 'huge', 'audience', 'even', 'appeared', 'hollywood', 'movie', '1950', 'back', 'england', 'anton', 'dolin', 'jointly', 'established', 'festival', 'ballet', 'retired', '1963', 'instant', 'decision', 'said', 'largely', 'leg', 'injury', 'created', 'dame', 'made', 'new', 'career', 'teacher', 'also', 'travelled', 'world', 'directing', 'ballet', 'company', 'putting', 'show', 'became', 'director', 'ballet', 'metropolitan', 'opera', 'ballet', 'new', 'york', 'year', 'fulltime', 'professor', 'ballet', 'performing', 'art', 'university', 'cincinnati', 'critic', 'said', 'dame', 'alicia', 'markova', 'dancing', 'gave', 'illusion', 'moving', 'weight', 'get', 'ground']",0
